stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"14333","Victoria Park Station","-37.79903956","144.99438648","https://transport.vic.gov.au/stop/1201/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:VPK","1","Level 1","2"
"14334","Collingwood Station","-37.80427333","144.99373379","https://transport.vic.gov.au/stop/1043/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CWD","1","Level 2","2"
"14335","Collingwood Station","-37.80458937","144.99377067","https://transport.vic.gov.au/stop/1043/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CWD","1","Level 2","1"
"14336","North Richmond Station","-37.81055187","144.99251882","https://transport.vic.gov.au/stop/1145/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NRM","1","Level 1","1"
"14337","North Richmond Station","-37.81018217","144.99250612","https://transport.vic.gov.au/stop/1145/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NRM","1","Level 1","2"
"14338","West Richmond Station","-37.81503885","144.99140899","https://transport.vic.gov.au/stop/1207/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WRM","1","Level 0","1"
"14339","West Richmond Station","-37.81476978","144.99148444","https://transport.vic.gov.au/stop/1207/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WRM","1","Level 0","2"
"14340","Jolimont-MCG Station","-37.81654212","144.98392753","https://transport.vic.gov.au/stop/1104/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:JLI","1","Level -1","1"
"14341","Jolimont-MCG Station","-37.81648218","144.98411092","https://transport.vic.gov.au/stop/1104/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:JLI","1","Level -1","2"
"15323","Rosanna Station","-37.74319537","145.06622284","https://transport.vic.gov.au/stop/1168/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ROS","1","Level 2","2"
"15324","Macleod Station","-37.72610861","145.06897063","https://transport.vic.gov.au/stop/1117/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MCD","1","Level 1","3"
"15325","Macleod Station","-37.72611047","145.06908404","https://transport.vic.gov.au/stop/1117/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MCD","1","Level 1","2"
"15326","Macleod Station","-37.72596801","145.06918986","https://transport.vic.gov.au/stop/1117/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MCD","1","Level 1","1"
"15327","Watsonia Station","-37.71102067","145.08376908","https://transport.vic.gov.au/stop/1203/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WAT","1","Level -1","1"
"15328","Watsonia Station","-37.71099198","145.08366772","https://transport.vic.gov.au/stop/1203/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WAT","1","Level -1","2"
"15329","Greensborough Station","-37.70395099","145.10805466","https://transport.vic.gov.au/stop/1084/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GRN","1","Level -1","1"
"15330","Greensborough Station","-37.70391659","145.10815762","https://transport.vic.gov.au/stop/1084/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GRN","1","Level -1","2"
"15331","Montmorency Station","-37.71525280","145.12105171","https://transport.vic.gov.au/stop/1130/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MMY","1","Level 0","1"
"15332","Eltham Station","-37.71340714","145.14792767","https://transport.vic.gov.au/stop/1062/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ELT","1","Level 0","1"
"15333","Eltham Station","-37.71336031","145.14781539","https://transport.vic.gov.au/stop/1062/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ELT","1","Level 0","2"
"15334","Diamond Creek Station","-37.67338629","145.15842463","https://transport.vic.gov.au/stop/1054/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DCK","1","Level 1","1"
"15335","Diamond Creek Station","-37.67354473","145.15818261","https://transport.vic.gov.au/stop/1054/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DCK","1","Level 1","2"
"15336","Wattle Glen Station","-37.66400518","145.18169298","https://transport.vic.gov.au/stop/1204/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WTT","1","Level 0","1"
"15337","Hurstbridge Station","-37.63957765","145.19196721","https://transport.vic.gov.au/stop/1100/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:HBE","1","Level 0","1"
"15338","Williamstown Station","-37.86766943","144.90518926","https://transport.vic.gov.au/stop/1211/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WIL","1","Level 0","1"
"15339","Williamstown Beach Station","-37.86397044","144.89434760","https://transport.vic.gov.au/stop/1212/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WBH","1","Level 0","1"
"15340","Williamstown Beach Station","-37.86399252","144.89457431","https://transport.vic.gov.au/stop/1212/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WBH","1","Level 0","2"
"15341","North Williamstown Station","-37.85712326","144.88890497","https://transport.vic.gov.au/stop/1146/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NWN","1","Level -1","1"
"15342","North Williamstown Station","-37.85708907","144.88900824","https://transport.vic.gov.au/stop/1146/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NWN","1","Level -1","2"
"15343","Newport Station","-37.84284244","144.88352816","https://transport.vic.gov.au/stop/1141/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NPT","1","Level 0","1"
"15344","Newport Station","-37.84278103","144.88362083","https://transport.vic.gov.au/stop/1141/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NPT","1","Level 0","2"
"15345","Spotswood Station","-37.83057501","144.88588983","https://transport.vic.gov.au/stop/1182/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SPT","1","Level 0","1"
"15346","Spotswood Station","-37.83072055","144.88596521","https://transport.vic.gov.au/stop/1182/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SPT","1","Level 1","2"
"15347","Yarraville Station","-37.81592968","144.88982921","https://transport.vic.gov.au/stop/1216/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:YVE","1","Level 1","1"
"15348","Yarraville Station","-37.81594011","144.88990843","https://transport.vic.gov.au/stop/1216/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:YVE","1","Level 1","2"
"15349","Seddon Station","-37.80895069","144.89565040","https://transport.vic.gov.au/stop/1176/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SEN","1","Level 0","1"
"15350","Seddon Station","-37.80898814","144.89572884","https://transport.vic.gov.au/stop/1176/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SEN","1","Level 0","2"
"15352","Sunbury Station","-37.57905771","144.72793124","https://transport.vic.gov.au/stop/1187/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUY","1","Level 0","2"
"15354","Diggers Rest Station","-37.62705101","144.71984207","https://transport.vic.gov.au/stop/1055/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DRT","1","Level 1","2"
"15355","Watergardens Station","-37.70077275","144.77394158","https://transport.vic.gov.au/stop/1202/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WGS","1","Level 0","1"
"15356","Watergardens Station","-37.70098998","144.77399179","https://transport.vic.gov.au/stop/1202/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WGS","1","Level 0","2"
"15357","Watergardens Station","-37.70101593","144.77393431","https://transport.vic.gov.au/stop/1202/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WGS","1","Level 0","3"
"15358","Keilor Plains Station","-37.72942515","144.79382451","https://transport.vic.gov.au/stop/1107/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:KPL","1","Level 1","1"
"15359","Keilor Plains Station","-37.72961344","144.79377353","https://transport.vic.gov.au/stop/1107/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:KPL","1","Level 1","2"
"15360","St Albans Station","-37.74485644","144.79978958","https://transport.vic.gov.au/stop/1184/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SAB","1","Level -1","2"
"15361","St Albans Station","-37.74480388","144.79987058","https://transport.vic.gov.au/stop/1184/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SAB","1","Level -1","1"
"15362","Ginifer Station","-37.75973882","144.81114215","https://transport.vic.gov.au/stop/1076/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GIN","1","Level -1","1"
"15363","Ginifer Station","-37.75973714","144.81105139","https://transport.vic.gov.au/stop/1076/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GIN","1","Level -1","2"
"15364","Albion Station","-37.77709648","144.82434525","https://transport.vic.gov.au/stop/1003/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ALB","1","Level 0","1"
"15365","Albion Station","-37.77711261","144.82424260","https://transport.vic.gov.au/stop/1003/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ALB","1","Level 0","2"
"15366","Epping Station","-37.65222049","145.03147493","https://transport.vic.gov.au/stop/1063/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EPP","1","Level -1","1"
"15367","Epping Station","-37.65213923","145.03146574","https://transport.vic.gov.au/stop/1063/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EPP","1","Level -1","2"
"15368","Lalor Station","-37.66587124","145.01734000","https://transport.vic.gov.au/stop/1112/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:LAL","1","Level 0","1"
"15369","Lalor Station","-37.66585113","145.01721583","https://transport.vic.gov.au/stop/1112/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:LAL","1","Level 0","2"
"15370","Thomastown Station","-37.68032122","145.01434735","https://transport.vic.gov.au/stop/1192/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TSN","1","Level 0","1"
"15371","Keon Park Station","-37.69575118","145.01175821","https://transport.vic.gov.au/stop/1109/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:KPK","1","Level 2","1"
"15372","Keon Park Station","-37.69561434","145.01165979","https://transport.vic.gov.au/stop/1109/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:KPK","1","Level 2","2"
"15373","Ruthven Station","-37.70791498","145.00948212","https://transport.vic.gov.au/stop/1171/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RUT","1","Level 1","1"
"15374","Ruthven Station","-37.70790501","145.00942567","https://transport.vic.gov.au/stop/1171/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RUT","1","Level 1","2"
"15375","Reservoir Station","-37.71670648","145.00710270","https://transport.vic.gov.au/stop/1161/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RES","1","Level 1","1"
"15376","Reservoir Station","-37.71666911","145.00702429","https://transport.vic.gov.au/stop/1161/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RES","1","Level 1","2"
"15377","Regent Station","-37.72848442","145.00280441","https://transport.vic.gov.au/stop/1160/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:REG","1","Level -1","1"
"15378","Regent Station","-37.72842883","145.00271513","https://transport.vic.gov.au/stop/1160/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:REG","1","Level 0","2"
"15379","Preston Station","-37.73886456","145.00058495","https://transport.vic.gov.au/stop/1159/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PRE","1","Level 1","1"
"15380","Preston Station","-37.73886263","145.00047152","https://transport.vic.gov.au/stop/1159/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PRE","1","Level 1","2"
"15381","Bell Station","-37.74599700","145.00029087","https://transport.vic.gov.au/stop/1019/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BEL","1","Level 1","1"
"15382","Bell Station","-37.74592301","145.00017937","https://transport.vic.gov.au/stop/1019/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BEL","1","Level 1","2"
"15383","Thornbury Station","-37.75506176","144.99862800","https://transport.vic.gov.au/stop/1193/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TBY","1","Level 0","1"
"15384","Thornbury Station","-37.75495213","144.99854015","https://transport.vic.gov.au/stop/1193/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TBY","1","Level 0","2"
"15385","Croxton Station","-37.76413761","144.99708925","https://transport.vic.gov.au/stop/1047/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CXT","1","Level 1","1"
"15386","Croxton Station","-37.76398313","144.99701396","https://transport.vic.gov.au/stop/1047/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CXT","1","Level 1","2"
"15387","Northcote Station","-37.76990179","144.99529893","https://transport.vic.gov.au/stop/1147/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NCE","1","Level 1","1"
"15388","Northcote Station","-37.76982857","144.99523279","https://transport.vic.gov.au/stop/1147/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NCE","1","Level 1","2"
"15389","Merri Station","-37.77793772","144.99302679","https://transport.vic.gov.au/stop/1125/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MER","1","Level 1","1"
"15390","Merri Station","-37.77771117","144.99295344","https://transport.vic.gov.au/stop/1125/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MER","1","Level 0","2"
"15391","Rushall Station","-37.78318147","144.99243075","https://transport.vic.gov.au/stop/1170/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RUS","1","Level 1","1"
"15392","Rushall Station","-37.78294854","144.99198287","https://transport.vic.gov.au/stop/1170/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RUS","1","Level 1","2"
"15512","Tottenham Station","-37.79925095","144.86344464","https://transport.vic.gov.au/stop/1196/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TOT","1","Level 1","1"
"15513","Tottenham Station","-37.79933243","144.86346501","https://transport.vic.gov.au/stop/1196/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TOT","1","Level 1","2"
"15514","West Footscray Station","-37.80166571","144.88388648","https://transport.vic.gov.au/stop/1206/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WFY","1","Level 0","1"
"15515","West Footscray Station","-37.80168131","144.88325002","https://transport.vic.gov.au/stop/1206/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WFY","1","Level 0","2"
"15516","Middle Footscray Station","-37.80248627","144.89144989","https://transport.vic.gov.au/stop/1127/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MFY","1","Level 1","1"
"15517","Middle Footscray Station","-37.80258556","144.89145843","https://transport.vic.gov.au/stop/1127/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MFY","1","Level 1","2"
"15518","Footscray Station","-37.80137842","144.90207784","https://transport.vic.gov.au/stop/1072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FSY","1","Level 0","1"
"15519","Footscray Station","-37.80146849","144.90207529","https://transport.vic.gov.au/stop/1072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FSY","1","Level 0","2"
"15520","Footscray Station","-37.80155997","144.90215220","https://transport.vic.gov.au/stop/1072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FSY","1","Level 0","3"
"15521","Footscray Station","-37.80158062","144.90229926","https://transport.vic.gov.au/stop/1072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FSY","1","Level 0","4"
"15522","South Kensington Station","-37.79953848","144.92538929","https://transport.vic.gov.au/stop/1179/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SKN","1","Level 1","1"
"15523","South Kensington Station","-37.79960974","144.92534187","https://transport.vic.gov.au/stop/1179/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SKN","1","Level 1","2"
"15527","Craigieburn Station","-37.60229293","144.94322791","https://transport.vic.gov.au/stop/1044/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CGB","1","Level 1","1"
"15528","Craigieburn Station","-37.60223730","144.94313883","https://transport.vic.gov.au/stop/1044/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CGB","1","Level 1","2"
"15529","Broadmeadows Station","-37.68297900","144.91971723","https://transport.vic.gov.au/stop/1028/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BMS","1","Level 0","1"
"15530","Broadmeadows Station","-37.68273700","144.91979203","https://transport.vic.gov.au/stop/1028/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BMS","1","Level 0","2"
"15531","Jacana Station","-37.69515821","144.91587243","https://transport.vic.gov.au/stop/1102/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:JAC","1","Level 0","1"
"15532","Jacana Station","-37.69517482","144.91579258","https://transport.vic.gov.au/stop/1102/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:JAC","1","Level 0","2"
"15533","Glenroy Station","-37.70488462","144.91755093","https://transport.vic.gov.au/stop/1082/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GRY","1","Level -1","1"
"15534","Glenroy Station","-37.70489183","144.91744865","https://transport.vic.gov.au/stop/1082/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GRY","1","Level -1","2"
"15535","Oak Park Station","-37.71792311","144.92154221","https://transport.vic.gov.au/stop/1149/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:OKP","1","Level -1","1"
"15536","Oak Park Station","-37.71793912","144.92142831","https://transport.vic.gov.au/stop/1149/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:OKP","1","Level -1","2"
"15537","Pascoe Vale Station","-37.73067489","144.92819788","https://transport.vic.gov.au/stop/1156/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PVL","1","Level 1","1"
"15538","Pascoe Vale Station","-37.73074595","144.92813917","https://transport.vic.gov.au/stop/1156/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PVL","1","Level 0","2"
"15539","Strathmore Station","-37.74354828","144.92743040","https://transport.vic.gov.au/stop/1186/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SME","1","Level 0","1"
"15540","Strathmore Station","-37.74369642","144.92714255","https://transport.vic.gov.au/stop/1186/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SME","1","Level -1","2"
"15541","Glenbervie Station","-37.74724528","144.92090364","https://transport.vic.gov.au/stop/1079/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GBV","1","Level 0","1"
"15542","Glenbervie Station","-37.74719924","144.92084819","https://transport.vic.gov.au/stop/1079/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GBV","1","Level 0","2"
"15543","Essendon Station","-37.75624849","144.91633841","https://transport.vic.gov.au/stop/1064/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ESD","1","Level 0","1"
"15544","Essendon Station","-37.75617343","144.91617026","https://transport.vic.gov.au/stop/1064/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ESD","1","Level 0","2"
"15545","Essendon Station","-37.75617142","144.91605681","https://transport.vic.gov.au/stop/1064/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ESD","1","Level 0","3"
"15546","Moonee Ponds Station","-37.76592584","144.91932483","https://transport.vic.gov.au/stop/1131/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MPD","1","Level 1","1"
"15547","Moonee Ponds Station","-37.76588741","144.91918969","https://transport.vic.gov.au/stop/1131/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MPD","1","Level 1","2"
"15548","Ascot Vale Station","-37.77533431","144.92188807","https://transport.vic.gov.au/stop/1009/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ASV","1","Level 1","1"
"15549","Ascot Vale Station","-37.77526865","144.92174231","https://transport.vic.gov.au/stop/1009/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ASV","1","Level 1","2"
"15550","Newmarket Station","-37.78731986","144.92904682","https://transport.vic.gov.au/stop/1140/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NKT","1","Level 1","1"
"15551","Newmarket Station","-37.78730005","144.92894517","https://transport.vic.gov.au/stop/1140/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:NKT","1","Level 1","2"
"15552","Kensington Station","-37.79377201","144.93057009","https://transport.vic.gov.au/stop/1108/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:KEN","1","Level 0","1"
"15553","Kensington Station","-37.79379764","144.93048988","https://transport.vic.gov.au/stop/1108/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:KEN","1","Level 0","2"
"19998","Sunbury Station","-37.57914973","144.72803035","https://transport.vic.gov.au/stop/1187/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUY","1","Level 0",""
"19999","Diggers Rest Station","-37.62701651","144.71992244","https://transport.vic.gov.au/stop/1055/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DRT","1","Level 0",""
"20029","Craigieburn Station","-37.60227314","144.94312651","https://transport.vic.gov.au/stop/1044/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CGB","1","Level 1",""
"20043","Southern Cross Station","-37.81815683","144.95216625","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0",""
"2155","Morradoo Station","-38.35382333","145.18942462","https://transport.vic.gov.au/stop/1136/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MRO","1","Level 0","1"
"22181","Southern Cross Station","-37.81679336","144.95201081","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","2"
"22182","Southern Cross Station","-37.81729173","144.95216744","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","3"
"22183","Southern Cross Station","-37.81735458","144.95215434","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","4"
"22184","Southern Cross Station","-37.81774368","144.95224583","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","5"
"22185","Southern Cross Station","-37.81783316","144.95220928","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","6"
"22186","Southern Cross Station","-37.81755583","144.95180798","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","7"
"22187","Southern Cross Station","-37.81765471","144.95179389","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","8"
"22188","Southern Cross Station","-37.81830897","144.95210524","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","9"
